participant_id,participant_type,retail_tariff_type,network_tariff_type,retailer,solar_path,load_path,solar_capacity
 participant_sgsc_8342286,solar,Business TOU,LV TOU <100MWh,ENOVA,emily_a300_solar_data.csv,EN_3.csv,0
 participant_sgsc_8347260,solar,Business TOU,LV TOU <100MWh,ENOVA,emily_a300_solar_data.csv,EN_3.csv,0
 participant_sgsc_8347710,solar,Business TOU,LV TOU <100MWh,ENOVA,emily_a300_solar_data.csv,EN_3.csv,0
 participant_sgsc_8355702,solar,Business TOU,LV TOU <100MWh,ENOVA,emily_a300_solar_data.csv,EN_3.csv,0
 participant_sgsc_8355718,solar,Business TOU,LV TOU <100MWh,ENOVA,emily_a300_solar_data.csv,EN_3.csv,0
 participant_sgsc_8358756,solar,Business TOU,LV TOU <100MWh,ENOVA,emily_a300_solar_data.csv,EN_3.csv,0
 participant_sgsc_8359236,solar,Business TOU,LV TOU <100MWh,ENOVA,emily_a300_solar_data.csv,EN_3.csv,0
 participant_sgsc_8362316,solar,Business TOU,LV TOU <100MWh,ENOVA,emily_a300_solar_data.csv,EN_3.csv,0
 participant_sgsc_8362934,solar,Business TOU,LV TOU <100MWh,ENOVA,emily_a300_solar_data.csv,EN_3.csv,0
 participant_sgsc_8363314,solar,Business TOU,LV TOU <100MWh,ENOVA,emily_a300_solar_data.csv,EN_3.csv,0
 participant_sgsc_8363320,solar,Business TOU,LV TOU <100MWh,ENOVA,emily_a300_solar_data.csv,EN_3.csv,0
 participant_sgsc_8363364,solar,Business TOU,LV TOU <100MWh,ENOVA,emily_a300_solar_data.csv,EN_3.csv,0
 participant_sgsc_8363368,solar,Business TOU,LV TOU <100MWh,ENOVA,emily_a300_solar_data.csv,EN_3.csv,0
 participant_sgsc_8363376,solar,Business TOU,LV TOU <100MWh,ENOVA,emily_a300_solar_data.csv,EN_3.csv,0
 participant_sgsc_8363394,solar,Business TOU,LV TOU <100MWh,ENOVA,emily_a300_solar_data.csv,EN_3.csv,0
 participant_sgsc_8367620,solar,Business TOU,LV TOU <100MWh,ENOVA,emily_a300_solar_data.csv,EN_3.csv,0
 participant_sgsc_8367732,solar,Business TOU,LV TOU <100MWh,ENOVA,emily_a300_solar_data.csv,EN_3.csv,0
 participant_sgsc_8371376,solar,Business TOU,LV TOU <100MWh,ENOVA,emily_a300_solar_data.csv,EN_3.csv,0
 participant_sgsc_8371582,solar,Business TOU,LV TOU <100MWh,ENOVA,emily_a300_solar_data.csv,EN_3.csv,0
 participant_sgsc_8376756,solar,Business TOU,LV TOU <100MWh,ENOVA,emily_a300_solar_data.csv,EN_3.csv,0
 participant_sgsc_8397522,solar,Business TOU,LV TOU <100MWh,ENOVA,emily_a300_solar_data.csv,EN_3.csv,0
 participant_sgsc_8398352,solar,Business TOU,LV TOU <100MWh,ENOVA,emily_a300_solar_data.csv,EN_3.csv,0
 participant_sgsc_8400178,solar,Business TOU,LV TOU <100MWh,ENOVA,emily_a300_solar_data.csv,EN_3.csv,0
 participant_sgsc_8402996,solar,Business TOU,LV TOU <100MWh,ENOVA,emily_a300_solar_data.csv,EN_3.csv,0
 participant_sgsc_8429810,solar,Business TOU,LV TOU <100MWh,ENOVA,emily_a300_solar_data.csv,EN_3.csv,0
 participant_sgsc_8429820,solar,Business TOU,LV TOU <100MWh,ENOVA,emily_a300_solar_data.csv,EN_3.csv,0
 participant_sgsc_8440635,solar,Business TOU,LV TOU <100MWh,ENOVA,emily_a300_solar_data.csv,EN_3.csv,0
 participant_sgsc_8443147,solar,Business TOU,LV TOU <100MWh,ENOVA,emily_a300_solar_data.csv,EN_3.csv,0
 participant_sgsc_8443159,solar,Business TOU,LV TOU <100MWh,ENOVA,emily_a300_solar_data.csv,EN_3.csv,0
 participant_sgsc_8443191,solar,Business TOU,LV TOU <100MWh,ENOVA,emily_a300_solar_data.csv,EN_3.csv,0
 participant_sgsc_8443231,solar,Business TOU,LV TOU <100MWh,ENOVA,emily_a300_solar_data.csv,EN_3.csv,0
 participant_sgsc_8443247,solar,Business TOU,LV TOU <100MWh,ENOVA,emily_a300_solar_data.csv,EN_3.csv,0
 participant_sgsc_11379991,solar,Business TOU,LV TOU <100MWh,ENOVA,emily_a300_solar_data.csv,EN_3.csv,0
 participant_sgsc_8447757,solar,Business TOU,LV TOU <100MWh,ENOVA,emily_a300_solar_data.csv,EN_3.csv,0
 participant_sgsc_8447805,solar,Business TOU,LV TOU <100MWh,ENOVA,emily_a300_solar_data.csv,EN_3.csv,0
 participant_sgsc_8447811,solar,Business TOU,LV TOU <100MWh,ENOVA,emily_a300_solar_data.csv,EN_3.csv,0
 participant_sgsc_8450031,solar,Business TOU,LV TOU <100MWh,ENOVA,emily_a300_solar_data.csv,EN_3.csv,0
 participant_sgsc_8450059,solar,Business TOU,LV TOU <100MWh,ENOVA,emily_a300_solar_data.csv,EN_3.csv,0
