participant_id,participant_type,retail_tariff_type,network_tariff_type,retailer,solar_path,load_path,solar_capacity
 participant_sgsc_8208981,solar,Business TOU,LV TOU <100MWh,ENOVA,emily_a300_solar_data.csv,EN_2.csv,0
 participant_sgsc_8211005,solar,Business TOU,LV TOU <100MWh,ENOVA,emily_a300_solar_data.csv,EN_2.csv,0
 participant_sgsc_8211489,solar,Business TOU,LV TOU <100MWh,ENOVA,emily_a300_solar_data.csv,EN_2.csv,0
 participant_sgsc_8212367,solar,Business TOU,LV TOU <100MWh,ENOVA,emily_a300_solar_data.csv,EN_2.csv,0
 participant_sgsc_8213593,solar,Business TOU,LV TOU <100MWh,ENOVA,emily_a300_solar_data.csv,EN_2.csv,0
 participant_sgsc_8213595,solar,Business TOU,LV TOU <100MWh,ENOVA,emily_a300_solar_data.csv,EN_2.csv,0
 participant_sgsc_8213611,solar,Business TOU,LV TOU <100MWh,ENOVA,emily_a300_solar_data.csv,EN_2.csv,0
 participant_sgsc_8213613,solar,Business TOU,LV TOU <100MWh,ENOVA,emily_a300_solar_data.csv,EN_2.csv,0
 participant_sgsc_8213615,solar,Business TOU,LV TOU <100MWh,ENOVA,emily_a300_solar_data.csv,EN_2.csv,0
 participant_sgsc_8213627,solar,Business TOU,LV TOU <100MWh,ENOVA,emily_a300_solar_data.csv,EN_2.csv,0
 participant_sgsc_8215449,solar,Business TOU,LV TOU <100MWh,ENOVA,emily_a300_solar_data.csv,EN_2.csv,0
 participant_sgsc_8215545,solar,Business TOU,LV TOU <100MWh,ENOVA,emily_a300_solar_data.csv,EN_2.csv,0
 participant_sgsc_8215875,solar,Business TOU,LV TOU <100MWh,ENOVA,emily_a300_solar_data.csv,EN_2.csv,0
 participant_sgsc_8216171,solar,Business TOU,LV TOU <100MWh,ENOVA,emily_a300_solar_data.csv,EN_2.csv,0
 participant_sgsc_8216215,solar,Business TOU,LV TOU <100MWh,ENOVA,emily_a300_solar_data.csv,EN_2.csv,0
 participant_sgsc_8216247,solar,Business TOU,LV TOU <100MWh,ENOVA,emily_a300_solar_data.csv,EN_2.csv,0
 participant_sgsc_8216261,solar,Business TOU,LV TOU <100MWh,ENOVA,emily_a300_solar_data.csv,EN_2.csv,0
 participant_sgsc_8216263,solar,Business TOU,LV TOU <100MWh,ENOVA,emily_a300_solar_data.csv,EN_2.csv,0
 participant_sgsc_8216265,solar,Business TOU,LV TOU <100MWh,ENOVA,emily_a300_solar_data.csv,EN_2.csv,0
 participant_sgsc_8216327,solar,Business TOU,LV TOU <100MWh,ENOVA,emily_a300_solar_data.csv,EN_2.csv,0
 participant_sgsc_8216331,solar,Business TOU,LV TOU <100MWh,ENOVA,emily_a300_solar_data.csv,EN_2.csv,0
 participant_sgsc_8216375,solar,Business TOU,LV TOU <100MWh,ENOVA,emily_a300_solar_data.csv,EN_2.csv,0
 participant_sgsc_8218487,solar,Business TOU,LV TOU <100MWh,ENOVA,emily_a300_solar_data.csv,EN_2.csv,0
 participant_sgsc_8219626,solar,Business TOU,LV TOU <100MWh,ENOVA,emily_a300_solar_data.csv,EN_2.csv,0
 participant_sgsc_8221056,solar,Business TOU,LV TOU <100MWh,ENOVA,emily_a300_solar_data.csv,EN_2.csv,0
 participant_sgsc_8227302,solar,Business TOU,LV TOU <100MWh,ENOVA,emily_a300_solar_data.csv,EN_2.csv,0
 participant_sgsc_8227520,solar,Business TOU,LV TOU <100MWh,ENOVA,emily_a300_solar_data.csv,EN_2.csv,0
 participant_sgsc_8229866,solar,Business TOU,LV TOU <100MWh,ENOVA,emily_a300_solar_data.csv,EN_2.csv,0
 participant_sgsc_8231370,solar,Business TOU,LV TOU <100MWh,ENOVA,emily_a300_solar_data.csv,EN_2.csv,0
 participant_sgsc_8231384,solar,Business TOU,LV TOU <100MWh,ENOVA,emily_a300_solar_data.csv,EN_2.csv,0
 participant_sgsc_8232820,solar,Business TOU,LV TOU <100MWh,ENOVA,emily_a300_solar_data.csv,EN_2.csv,0
 participant_sgsc_8234198,solar,Business TOU,LV TOU <100MWh,ENOVA,emily_a300_solar_data.csv,EN_2.csv,0
 participant_sgsc_8235442,solar,Business TOU,LV TOU <100MWh,ENOVA,emily_a300_solar_data.csv,EN_2.csv,0
 participant_sgsc_8237524,solar,Business TOU,LV TOU <100MWh,ENOVA,emily_a300_solar_data.csv,EN_2.csv,0
 participant_sgsc_8238114,solar,Business TOU,LV TOU <100MWh,ENOVA,emily_a300_solar_data.csv,EN_2.csv,0
 participant_sgsc_8238126,solar,Business TOU,LV TOU <100MWh,ENOVA,emily_a300_solar_data.csv,EN_2.csv,0
